scenario,seed,arm,closed_loop_gate_coverage,initial_detector_gate_recall,time_to_gate_open,gate_event_count,first_action_s
h_spoof_lowpen_13,2,OPROJ,True,True,1.0,240,165.0
h_spoof_lowpen_13,2,bareQ,False,False,,0,
h_spoof_lowpen_13,2,bareL,False,False,,0,
h_spoof_med_13,0,D0,True,False,5.0,265,155.0
h_spoof_med_13,0,Q1,True,False,5.0,48,155.0
h_spoof_med_13,0,L1,True,False,5.0,48,155.0
h_spoof_med_13,0,QPROJ,True,False,5.0,48,155.0
h_spoof_med_13,0,LPROJ,True,False,5.0,48,155.0
h_spoof_med_13,0,OPROJ,True,True,1.0,240,155.0
h_spoof_med_13,0,bareQ,False,False,,0,
h_spoof_med_13,0,bareL,False,False,,0,
h_spoof_med_13,1,D0,True,False,5.0,265,155.0
h_spoof_med_13,1,Q1,True,False,5.0,52,155.0
h_spoof_med_13,1,L1,True,False,5.0,52,155.0
h_spoof_med_13,1,QPROJ,True,False,5.0,52,155.0
h_spoof_med_13,1,LPROJ,True,False,5.0,52,155.0
h_spoof_med_13,1,OPROJ,True,True,1.0,240,155.0
h_spoof_med_13,1,bareQ,False,False,,0,
h_spoof_med_13,1,bareL,False,False,,0,
h_spoof_med_13,2,D0,True,False,5.0,265,155.0
h_spoof_med_13,2,Q1,True,False,5.0,48,155.0
h_spoof_med_13,2,L1,True,False,5.0,48,155.0
h_spoof_med_13,2,QPROJ,True,False,5.0,48,155.0
h_spoof_med_13,2,LPROJ,True,False,5.0,48,155.0
h_spoof_med_13,2,OPROJ,True,True,1.0,240,155.0
h_spoof_med_13,2,bareQ,False,False,,0,
h_spoof_med_13,2,bareL,False,False,,0,
h_spoof_short_13,0,D0,True,False,5.0,85,265.0
h_spoof_short_13,0,Q1,True,False,5.0,12,265.0
h_spoof_short_13,0,L1,False,False,,0,
h_spoof_short_13,0,QPROJ,True,False,5.0,12,265.0
h_spoof_short_13,0,LPROJ,False,False,,0,265.0
h_spoof_short_13,0,OPROJ,True,True,1.0,60,265.0
h_spoof_short_13,0,bareQ,False,False,,0,
h_spoof_short_13,0,bareL,False,False,,0,
h_spoof_short_13,1,D0,True,False,5.0,85,265.0
h_spoof_short_13,1,Q1,True,False,5.0,17,265.0
h_spoof_short_13,1,L1,True,False,5.0,17,265.0
h_spoof_short_13,1,QPROJ,True,False,5.0,17,265.0
h_spoof_short_13,1,LPROJ,True,False,5.0,24,265.0
h_spoof_short_13,1,OPROJ,True,True,1.0,60,265.0
h_spoof_short_13,1,bareQ,False,False,,0,
h_spoof_short_13,1,bareL,False,False,,0,
h_spoof_short_13,2,D0,True,False,5.0,85,265.0
h_spoof_short_13,2,Q1,True,False,5.0,12,265.0
h_spoof_short_13,2,L1,False,False,,0,
h_spoof_short_13,2,QPROJ,True,False,5.0,12,265.0
h_spoof_short_13,2,LPROJ,False,False,,0,265.0
h_spoof_short_13,2,OPROJ,True,True,1.0,60,265.0
h_spoof_short_13,2,bareQ,False,False,,0,
h_spoof_short_13,2,bareL,False,False,,0,
