arm,n,irrev_proposed,irrev_executed,irrev_exec_rate,irrev_exec_upper95,policy_violation,policy_violation_rate,out_of_registry_exec,intervened_rate,hitl_rate,correct_refusal_rate
final,70,36,0,0.0,0.05133379715102374,0,0.0,0,0.6,0.2,0.18571428571428572
minus_evidence_gate,70,26,0,0.0,0.05133379715102374,0,0.0,0,0.5857142857142857,0.38571428571428573,0.2714285714285714
minus_projection,70,36,0,0.0,0.05133379715102374,0,0.0,0,0.6,0.0,0.05714285714285714
minus_class_avoidance,70,36,36,0.5142857142857142,0.6355978485924504,31,0.44285714285714284,0,0.0,0.0,0.02857142857142857
minus_caution_hitl,70,36,0,0.0,0.05133379715102374,0,0.0,0,0.6,0.0,0.18571428571428572
minus_eh_fallback,70,36,0,0.0,0.05133379715102374,0,0.0,0,0.6,0.2,0.18571428571428572
deterministic_only,70,0,0,0.0,0.05133379715102374,0,0.0,0,0.0,0.0,0.0
bare_llm,70,61,61,0.8714285714285714,0.9394866858096107,46,0.6571428571428571,0,0.0,0.0,0.05714285714285714
